sentence,label
shut up,0
not very funny dear in fact maybe you better have some more brandy,0
they are away in tunis,3
very well if you insist on being a boorish and idiotic,0
you are far too temperamental try to control yourself,0
go away go away i hate you,0
i hate you listen i am sick and tired of listening to you you sadistic bully,0
this is the end understand this is the end here and now forever and always,0
oh yes i am yes i am and you cannot stop me,0
listen you are a cruel fiend and i hate loathe you thank god finally finally thank god i have realized just how horrible you are and marry you marry you never i will never marry you i will die die in torment,0
beast brute cad swine beast beast brute devil sorry,0
yes the real cause of that rile was peter burden,3
you went out of your way to torture me over peter burden,0
you must admit he was in love with you,0
you let him kiss you you said so what of it,0
and what about me,0
oh that is a nice point of view i must say,0
yeah so am i bored stiff,0
you want some brandy,3
i will have a little i think,3
no particular reason anyhow they were very small ones,0
oh my just because i just okay,0
you need not be so grand just because you do not happen to want any yourself at the moment,0
actually that is perfectly true,3
yes it is,3
i think that,3
i am not in the least bit drunk,0
okay like i mentioned before i had three very small minute liquor glasses of brandy that is not even enough to get a child of two drunk,0
oh what an interesting topic what about a child of four and a child of six a child of nine,0
we might be able to bring up a splendid little debate about this intemperate tots,0
oh thanks i think i will,0
you better turn that off,0
no i will do no such thing,0
come on turn it off it is driving me mad,0
turn it turn it off,0
very amusing indeed,0
you know what you are a vile little evil minded little wicked beast and i never want to see you again,0
you are not going nowhere no you are not,0
just shut up,0
shut up shut up i would i would never marry you again if you came crawling back to me on your hands and knees because you are an evil minded little vampire and i hope to god i never see you again,0
oh,0
i did exactly what they told me to do,0
i have been to the back of the line five times,0
okay what is it that i did wrong on the form that i have to start all over again,0
okay well i can do that right here right now without going to the back of the line again see look initialed all done ready to go,0
i am not starting over again no i have done this five times i am not starting over again,0
i mean look she is she s perfectly nice she does not mind waiting for a couple of minutes because i have been here all day i have a job to get back to i have kids to pick up from school i cannot just stay here,0
this is your job is to help people like me who need to get a new license,0
i am testing your patience,0
i do not need to be i need to go and do other things with my time okay,0
please just put the form in take the picture let me get my license and get the hell out of here please,0
i have got a life too madam,0
there is nothing i can do for you do you understand that nothing,0
you are going to have to go back again,0
madam i have other people waiting in line right now i have other people waiting in line right now,0
like i said before right now,0
you are testing my goddamn patience,0
i work in this fucking building all day and i am sick of it okay,0
yeah they just called,2
i know,2
i do not know what to say i do not want to go but i do not have a lot of choice,2
i am going to come back i need you to believe that,2
well you have to have faith because i do not have a choice and i have to go,2
do you think i want to leave you,2
i have to do this i do not want to leave do you think i want to miss seeing her grow up,2
and now and now it is really shitty timing but now i have to go,2
what is that supposed to mean,2
well i will come back what is that supposed to mean you are not willing to wait for me to come back,0
thanks that helps,0
i feel much better now,0
that is how you want to leave it,0
i want you to be okay with it as much as you can be i mean it is not a great situation but we do not have an option here,2
fine,2
so you are leaving tomorrow,2
this is really this is unfair,2
and uh i am afraid that if you you know when you leave you will not come back,2
i mean we can t we re not a complete family without you here,2
that is all i am saying no you don t,0
you are acting like you know you are the one who is going all through you know all this shit and it is really it is really not,0
yeah of course i do because i did not enlist in this stupid thing why do not you just get out now and then,0
i do not know how else to leave it what do you want me to lie to you,2
you want me tell you that i am okay with it,2
well i cannot be okay with it the same way you cannot not go it just does not work that way,2
i have something to tell you,1
it is really exciting do not you want to guess,1
look,1
yes he finally proposed i am getting married,1
i know i am so,1
thank you laughter,1
you think laughter,1
well actually we were just talking about today and i do not really want to do like the traditional church thing you know so we are going to get married in the meadow,1
we are going to get married in the middle of a meadow laughter,1
everybody s going to come up we are going to stay in all the pretty cabins up there and um everybody s going to have you know really flowery sort of naturey stuff,1
so pretty,1
very midsummer night s wedding,1
thanks thanks a lot you are really helping the excitement here i hope no one dies,1
okey well well you know what i was hoping that you would help,1
plan everything so then you can make sure that no one gets attacked by bears,1
yeah,1
really,1
okay it is going to be in like six months so we do not have a really long time,1
throw in a little little uh trim in yellow maybe some yellow flowers,1
yes,1
because you are going to take care of everything you are going to think of all the details that i forget,1
ha ha ha,1
ha ha,1
just could not be any cooler,1
i know i have been waiting forever i cannot believe it is finally happening,1
you do not look like you are going to faint,1
so so when are you getting married mr excited,1
you have not ruined it yet,1
you really like,1
you could make her that excited you really like her you guys have been together for a really long time now,1
laughter that is more than i needed to know,1
laughter,1
what you seem so excited,3
uh you got a new car a new house uh a dog,3
holy shit that is amazing,1
congratulations,1
i am invited right,1
yeah i will help plan,1
why not browns,3
it is a light brown tanish,3
i just think browns are really what you want to go with i mean i think there is more contrast between brown and green than there is,3
i know but you just asked me to,3
okay fine so green and what,3
blue,3
okay fine greens and blues,3
greens and blues and maybe a little light yellow,3
yeah,3
okay that sounds good um and uh we are going to get like a five uh story cake right,3
i mean you know you are going to have at least like two hundred and fifty people come so we are going to need you know just a huge buffet,3
fried chicken mashed potatoes,3
well i cannot be in charge of this i mean i got things i got to do,3
well this is really exciting i mean i just i could not be happier right now,1
i am thrilled god,1
just ecstatic i cannot believe you are my best friend,1
you are my best friend we are growing up and now you are getting married that is amazing,1
wow i just i i i feel like i am going to faint,1
i am so all the blood,1
has just rushed to my head and i and i mean honestly,1
i am getting a little weak in the knees,1
i do not know okay i mean gosh there is just look there is a lot of pressure in getting married okay,3
that is helpful,3
i am really good at what i do i just do not know how to make someone else see that,0
what who says that bananas do not grow overnight,0
yeah but you were not unemployed for three years trying to find any job i mean at this point i am going to go drive a cab or you know work at the gas station or something i do not even i do not know what to do anymore,0
clearly everything you are doing is completely wrong,0
i do not even i mean you have to have some kind of an idea something you could possibly throw out there that i could maybe use,0
i mean it is not like this is an,0
extreme request i want to find a job everybody wants to find a job it is really not that,0
okay okay fine,0
okey so i am doing something wrong what am i doing wrong,0
i am really good at what i do i am smart i am trained i have the education i am talented i cannot,0
well you just you are doing something wrong,0
what is my problem what is my problem i do not have a job,0
i thought i was pretty clear about what the problem was,0
well i guess you are not trying hard enough,3
just i do not know maybe you are not smart enough,3
i mean i do not know just go out and keep trying just,3
i do not know,3
hey look i mean you know,3
look bananas do not grow overnight okay,3
you need that time,3
you know you need to just you need i mean it takes time to get a good job i mean,3
look at me like you know i mean hey i it took me you know like six years to get where i am now i mean,3
i mean well i mean i do not know it does not really affect my life you know,3
yeah i understand but,3
i do not know well like i do not know i mean,3
clearly cle clearly you are doing something wrong,3
because if you have been looking you have been applying for jobs for three years and,3
are you i mean do you like get dressed up and everything when you go to the job interview,3
and you like you know you shave your legs and everything,3
and i want i mean you know you have got to like do your hair i mean i do not know it is like,3
you know what i mean you know it is like they say presentation is like eighty percent,3
or some some large percent of of success,3
because i do not know i mean just you know just keep keep keep at it keep trying go,3
hey i would love to help you but i you do not have the kind of training that i,3
well you have got to start somewhere i mean,3
i do not know it is like i am trying to be,3
i am trying to be helpful,3
i am trying to watch tv,3
lost it just like i mean,0
it is not like it just disappeared into thin air somebody was not paying attention,0
because my bag was very easy to keep track of it is got big you know rainbow colored crap all over it and no one was paying attention because now it is just gone,0
no no i heard i heard what you said,0
you are kidding me right you are going to give me fifty dollars to completely cover my bag everything that was in it the inconvenience that i have gone through i paid for my ticket all i expect is to safely get to my destination with my stuff is that so much to ask i mean i really do not think that is that big a deal to ask you guys to have my bag in the place where i leave and then put my bag where i end up,0
yeah well that is got everything i have in it,0
look fifty dollars is unacceptable my bag itself cost over a hundred and fifty dollars you cannot just give me fifty dollar gift certificate to percoes or whatever the hell and then send me off like that s that is good enough like that is all i needed was fifty dollars my bag is worth more than that,0
i expect your airline who was responsible for my bag to give me the equivalent of the bag and all of the things in it,0
i did not sign anything i did not sign anything and you people have got to make,0
you have to make amends for what you did for losing my bag and all of my stuff fifty dollars is unacceptable,0
no no i do not know you know what i am going to call my lawyer you know what that is what i am going to do i am going to call my lawyer and have him get down here and explain to you that this is an unacceptable option,0
i want to talk to your supervisor,0
i have had enough i want to talk to no no unacceptable i want to your supervisor i am done with this,0
really you do not work for anybody it is just you,0
okay well i want to call whoever you report to whoever your boss is because i have had enough with this airline and i am finished waiting for my fifty dollar gift certificate,0
thanks,2
you know it is just i just you know i mean it just happened i just like i just keep expecting him to walk in you know,2
i just i just thought he would have longer you know because i m i mean when he found out he was sick we knew that was not good but i just i just thought that it would take longer you know,2
yeah i know i know,2
yeah i know but i would rather have him here with me you know it is just not fair i mean he he did not get to do like anything i mean he was,2
he was only twenty four and just so many things that we were going to do you know and now he will not get to do them and he will not get to be here when i do you know like i will get married some day and he will not be there like he will not get to see that,2
it just does not seem fair,2
thank you for being here,2
laughter you are probably right he probably would be pissed if we were all sitting around being upset about it he would want us to have a party,1
and to drink in his honor laughter,1
yeah i know,2
hey i m uh i am really sorry about what happened i do not um i mean what you can you do i mean it s,2
when i was seven my my grandmother died and i really i do not know i mean it was really hard to let go but the important thing is is that you do let go and your realize that you know they you know they this person had fun while they were while they were here and uh you know you work you work through it,2
mmhmm yeah yeah i mean it s it is hard it is hard,2
yeah,2
well i mean you know i mean it was i mean with that kind of condition,3
you know it is inevitable and i mean honestly it s it is almost like,2
you know you don t you know how long do you want the person to go through that you know,3
it is sort of it is almost better off to rest in peace than he is to live in pain,3
yeah,2
it is not fair but i mean that s you know the course of life is that you know you meet people and you lose them,2
you are okay,2
you know i think i think we should celebrate because i think that is what he would have wanted,2
yeah,3
that is right that is right i mean he would want us to you know celebrate the life that he that he lived and you know enjoy the rest of ours as much as we can,2
so,2
guess what came today,1
my acceptance letter,1
from u s c,1
yes i am,1
well yeah that is the general idea laughter,1
big bad acceptance packet with all the information i am going to u s c,1
i know laughter,1
laughter yeah uh no,1
laughter it is safe around there,1
the campus is beautiful i am so excited,1
do you want to buy me some mace for my you know going away present,1
there we go perfect,1
and a taser excellent just make sure it is a big knife,1
i do not want any of those little puny ones,1
well i was thinking maybe underwater basket weaving,1
u s c has a major in that right,1
they have u s c has everything because u s c is the best school ever,1
okay well i am lying but,1
well i have not decided yet i want to try some things out,1
okay well i am not going to be undecided forever laughter,1
and it is so close so you can come visit me all the time,1
so this works out perfectly because i was worried if i did not get in to u s c then i would have to go somewhere far away and then,1
everything worked out perfectly,1
i know we should have a party,1
an i got accepted to u s c party,1
no an i got accepted to u s c party laughter,1
right now you are with me,1
that is why i got accepted,1
i know,1
what what did you have in mind,1
laughter,1
on occasion i have heard of it,1
yeah totally,1
i am totally down with the ice cream,1
eh we can work that part out,1
alright,1
party,1
i know,1
okay well that is not a happy part we do not want to talk about that,1
well no i mean i have some scholarships and some financial aid and stuff but i will have to you know i will get a job,1
while i am in school it will be good,1
yeah it will work out maybe i could work at red lobster,1
i know right down the street,1
excellent drive drunk people around because you know that is all campus cruisers for,1
okay no that is dorky,1
yeah,1
student counsel,1
no it is dorky,1
social life hello,1
laughter,1
laughter,1
no but i am thinking i might you know like audition for a play or something i do not really want to do the sorority thing i am not really feeling that vibe with the,1
what have you heard about the greek system,1
oh oh i am sorry my bad i will have to like sign up for summer lessons from you before i go you can teach me how to be cool before i go to college,1
that is what you are saying i am right laughter,1
me,1
hey what is up,3
what,1
that is awesome congratulations,1
that is amazing wow,1
i know but you should get like a taser or something i mean walking around the campus at night,3
so um so what are you going to what are you going to major in,3
they have that as a major,3
that is ridiculous i do not believe that,3
seriously what is your major,3
so you are undecided,3
hey that is cool,3
no no it is totally cool i mean like this friend of mine he was he is been undecided now for like the past like eleven years of his life,3
uh well,3
you you you will find,3
you would have to like go somewhere else and you know we would be apart and that would suck,3
that is awesome,1
oh that is right okay i see right right right,3
a party celebrating your acceptance,3
that is cool,3
well that is really cool that you are going to be staying in the same city and everything so umm,1
i do not know are you like i do not know are you like available or anything,3
well i mean i do not know it is like you know i kind of had a crush on you throughout high school and like,1
i do not know i just thought that you know maybe we could you know i do not know it is like you know just test the waters anyway i do not see what the problem is,1
movies movie we will go to a movie and a dinner and and,1
actually you know there is this there is this really cool restaurant um i do not know if you it is red lobster it is like down on,1
vermont,1
wait you have been there before,1
oh so well then you know that it is awesome,1
right so we will go there and then and then we will get some ice cream and maybe we will go putt putt golfing,1
okay putt putt golfing,3
yeah you want to go no you want to go you want to go,1
i can see it in your eyes you want to go,1
good alright we are so happy,1
that is right um so u s c is a really nice school,1
are you going to take out loans or,3
but um,3
i mean like i do not know i am just saying if you need to make some extra cash you can you know,3
or library,3
i just said the library,3
or um campus cruiser you can drive people around,3
right or you can run for student counsel,3
dorky,3
it is important,3
fine it is dorky,3
but that ll fit you because you are a dork,3
i dork,1
yeah you do not want to do the sorority thing because you will probably get used and abused by,3
lots of drunk frat boys,3
yeah,3
i mean it is not really free because you have to pay for it but yeah,3
well do you think you are going to live on campus or off campus your first year,3
i hate to break this to you but you meet people by being cool so,3
no no no you are right though i mean you know dorms are definitely the way to meet people i know that i was in an apartment off campus,3
that happened you know that was going on,3
hello thank you for calling dell taco corporate can i help you,1
okay well did you go through the automated menu most of your requests can be taken care of through that,3
okay well i would be happy to,3
sir can can you tell me which branch you went to we can start there,3
okay um and what was the complaint,3
can you be a little more specific sir,3
well i am very sorry sir they should have dealt with it at that particular branch i apologize for that uh but we can help you that is no worries we can take care of that so how much did you need to be refunded,3
okay um i am going to go ahead and transfer you over to another department they will need your address,3
but i am giving you what you want,0
um i basically um i i ordered some food,3
it was a hundred a sixty dollars i am sorry uh sixteen dollars,3
look i do not want to be transferred over to another all i want to do is just give you my name and address so you can send me a check,0
okay you understand that is all i want just do not give me a problem with this okay please because i am very sensitive right now,0
and if i get sent to another operator i will have to tell them the same damn story again i don t i think i am just going to lose my mind so if you could please just not do that that would be great thank you,0
you do not understand because you have never gone to del taco and gotten the service that i have gotten you do not understand,0
you are not going to call the other operator you are not going to call the the other operator,0
you are going to fill out a form on your desk,0
because i know you are at a desk right now in your stupid corporate building and you are going to send me a check for sixteen dollars and forty two cents,0
cindy cindy what,0
cindy look if you do not get your ass a piece of paper that has a check,0
attached to it and you do not send it to me i am going to get very upset,0
did you talk to him,2
what do you want to do argue with him,0
you cannot say that to him,0
how are you going to prove it can you prove it,0
to you it is and to me but not to him you can talk yourself blue in the face but there is no body and no grave so where are you,0
the trouble is the goddamn newspapers every month some boy turns up from nowhere so the next one is going to be larry,0
well that is only your business chris,3
what do you want me to do you are old enough to know your own mind,0
i ignore what i got to ignore the girl is larry s girl,0
from father s point of view he is not dead and you have no right to take his girl,0
now you can go on from there and you know where to go but i am telling you i do not know where to go see i do not know now what can i do for you,0
you are a considerate fellow there is nothing wrong in that,3
i do not see why it has to be annie,0
well that is a good answer but it do not answer anything you have not seen her since you went to war it is been five years,0
you marry that girl you are pronouncing him dead now what happens to your father do you know because i don t,0
are you crazy,0
you have got a business here what the hell is this,0
must you be inspired,0
alright but do not think that way,0
because what the hell did we work for this whole shooting match is just for you chris,0
but do not think that way you hear me,0
yeah i can see that,0
he saw it,3
no i figured the best thing was to leave him alone,2
i could hear him right through the floor of my room,2
you know that larry s not coming back and i know it why do we allow him to go on thinking that we believe with him,0
i do not want to argue with him but it is time that he realizes that larry s not coming back anymore,0
we have got to say it to him,0
for god s sake three years nobody comes back after three years it is insane,0
you know why,3
i am going to ask her to marry me,3
then it is not just my business,0
sometimes you infuriate me you know that is not it your business too if i tell this to father and he throws a fit about it,0
sometimes you have a sometimes you have a talent for ignoring things,0
to hell with that,0
i wanted to get this settled first,2
and then we will thrash it out with dad right mom do not avoid me,0
so what i am not fast with women,0
because it is,0
these years when i think of someone for my wife i think of annie what do you want a diagram,2
i have given it three years of thought i hoped that if i waited dad would forget about larry,0
the business the business does not inspire me,0
why did he invite her,0
it is been three years why all of a sudden,0
what is going on here joe,0
no line,0
she is not his girl joe she knows she is not,0
then why is she still single new york is full of men why has not she married,0
probably a hundred people told her she is foolish but she is waited,0
because she knows what i know that is why she is faithful as a rock,0
she goes to sleep in his room and his memorial breaks in pieces look look at it joe,0
why does that bother you,3
well maybe maybe he just wanted to see her again,3
how do you know he is even thinking about it,3
uh then why is she still she s not his girl joe,3
you cannot read her mind,3
what does that mean me above all look at you you are shaking,0
i guess this is why i came,1
chris i have been ready a long long time,1
you started to write me,1
every day since,1
i was waiting for you chris till then you never wrote and then when you did what did you say i mean you sure can be ambiguous you know,1
i will never forgive you why did you wait all these years all i have done is sit and wonder if i was crazy for thinking of you,1
yeah sure,3
how many,2
what will i do with a fortune,1
what,0
i guess you know this is why i asked you to come,3
ann i love you i love you a great deal i love you,1
i have no imagination that is all i know to tell you,1
i am embarrassing you i did not want to tell it to you here i,1
and he is gone forever you are sure,3
give me a kiss ann give me a god i kissed you,1
i kissed annie how long how long i have been waiting to kiss you,1
annie we are going to live now i am going to make you so happy,1
no nothing like that,2
yes i suppose i have been but it is going from me,2
there is so many things mixed up,2
you remember overseas i was in command of a company,2
well i lost them,2
just about all,2
it takes a lot of time to toss that off because they were not just men,2
for instance one time it had been raining several days and this kid came to me and gave me his last pair of dry socks,2
i put them in my pocket that is only a little thing but these are the kind of guys i had,2
they did not die they killed themselves for each other i mean that exactly a little more selfish and they would have been here today,2
and i got this idea watching them go down everything was being destroyed see but it seemed to me that there was one new thing that was made,2
a sort of responsibility man for man you understand me,2
and then i came home and it was amazing,2
i felt what you said ashamed somehow,2
because nobody was changed at all it seemed to make suckers out of a lot of guys,2
i felt wrong to be alive to open the new bank book to drive the new car to see the new refrigerator,2
when you drive the new car you have to know that it came out of the love a man can have for a man you have got to be a little better because of that,2
otherwise what you have is really just loot and there is blood on it i did not want to take any of it,2
i guess that included you,2
annie annie i am going to make a fortune for you,1
fine,3
it is after eleven let us go home,0
there is no point in coming down here,0
i just don t it is stupid,0
pass up what these little fish swim onto the beach flop around and then swim away and then they die,0
what are you so excited about this is not a moon landing we are talking about it is fish it is fish nobody even eats,0
i am just not,0
yes,0
we did not see them the first time either,0
about what,0
it is ridiculous,0
what time is it they are supposed to run around midnight this is great is not it look at this night we have got here it could not be better,1
is that is that that s just foam is not it i cannot even tell,1
i hope the moon stays out i wonder do they always run during a full moon i cannot remember if it was full last year remember,1
are you cold do you want my jacket we should have brought the blanket our blanket,3
ah this is great is not it i did not even think to bring a six pack a six pack would be just the ticket right about now,1
that is my point too,3
think about the people in kansas they would have to get plane tickets and hotel reservations to come see this we are just forty minutes away it is too good to pass up,1
this is the big night for these guys life s last orgy,1
like the swallows returning to capistrano or the lemmings throwing themselves off the cliffs like that there is mystery here and magic,1
we just were not in a good spot this is a much better spot,0
i have got good instincts for these things look there what is that is that is that is that no it is just seaweed is not it,1
ah man this is great i would not miss this for anything i mean think about this i know you are not interested but just think about this for a minute,1
out there someplace there is this huge mass of silver fish heading this way they do not know why we do not know why it was not a decision they did not take a vote,1
no one sent them a map or an invitation just some little instinctual time release firecracker went off in their little bodies and all as one they turned and formed a line as long as the california coast and started swimming,1
they are swimming right now as if that is the only thing that matters,1
it is single mindedness with no mind urgency that is pure urge,1
they do not know what drives them they do not give it a name or ask question they just turn as one and start the swim that brings them here to this place,1
where we stand for massive celebration of sex and death,1
ah i am giving myself goose bumps all my hairs are popping up,1
it is pr somebody sold you a bill of goods that this wonderful event is going to take place on the beach,0
goddamn it augie do not ask me that you always ask me that i hate it when you ask me that it is insulting,0
we just have different ideas about what this evening is supposed to look like,0
for heaven s sake this is not about fish,0
we totally skipped right,3
for heaven s sake grow up we are not going to see the grunions,0
we never do do we have we ever,0
twice is every time we have tried that is ever,0
and the fish will not show up,0
we thought i was pregnant and we had a bottle of champagne but no glasses you asked me to dance so we took off our shoes,2
and you popped the cork and while we were dancing you said the softest most intimate things to me,2
right into my ear so that i could hear them as much as so that i could feel them as much as hear them,2
and i remember thinking this is it at last at last i am as happy as i am supposed to be,2
dancing barefoot in the sand drinking champagne from the bottle,2
i would rather not remember some things i would rather not hope for some things,2
no,3
no,2
no,0
this what what is this this is not even anything,0
oh right sure this is standing on the beach this is waiting this is fighting,0
i know you are augie really i do i know you wanted this to be special and nice and it is the full moon and the sand and all but i just could not help thinking about being somewhere else,2
somebody who knew how to enjoy herself and did not take everything so hard,2
yeah i noticed that looks pretty on the water does not it big old white moon,1
oh augie you brought refreshments,1
well then i guess we do not need glasses,1
i am beginning to think you might be right i think this may be the spot after all augie i am sorry,1
well so what do you think,3
wait a minute i have got it,3
it was in the car right driving past the knickerbocker liquor locker you said let us get some champagne and i said times a wasting or something like that right,3
that is it right you want this to be like the other time right that is it,1
you want me to get some champagne,3
maybe if you were with somebody else too,2
no i know but still i know i do not make you happy,2
actually now that you mention it no i don t,3
i do not know it seemed like a good spot to me,3
well look at what we got here,1
it is not champagne,3
ahh it sent shivers up my spine,1
behave exquisitely,1
certainly i shall probably do a court curtsy,1
it is true the whole business is very poor joke,1
do not laugh at me i am serious,1
who is they,3
oh how long will it last this ludicrous over bearing love of ours,1
what happens if one of us dies does the one that is left still laugh,3
thank you dear the same applies to you except that if i catch you so much as looking at another woman i will kill you,1
which particular one,1
oh charles that was his name charles he did wriggle so beautifully,1
yes i know you did you threw him out of the window into the grand canal i do not think i will ever forgive you for that,1
it burnt my comb too and all the towels in the bathroom,1
then the manager came in and found us rolling about on the floor biting and scratching like panthers,1
how ridiculous how utterly utterly ridiculous,1
and very much sillier,1
what shall we do if they suddenly walk in on us,1
with the most perfect poise,1
things that ought to matter dreadfully do not matter at all when one s happy do they,1
do not say that my darling,3
well who knows,3
do you remember that awful scene in venice,3
the one where you bought that little painted wooden snake and put it on my bed,3
horrible thing i hated it,3
how long did that row last,3
the worst one was in cannes when your curling irons burnt holes in my dressing gown,3
what of it,0
it is become a habit with you,0
oh do not be so stupid,0
what,0
it does not seem to have worked such wonders with you,0
adders do not snap they sting,0
they sting,0
i do not care okay do you understand i do not care i do not mind if they bark and roll about like hoops,0
yes i did quite a lot,0
mind your own business,0
you are quite insufferable i expect it is because you are drunk,0
you always had a weak head,0
on the contrary a child of two could get violently drunk on only one glass of brandy,0
oh shut up,0
not very funny dear you would better have some more brandy,0
why,0
there is no one upstairs it is a photographer s studio,0
very well if you insist on being boorish and idiotic,0
you are far too temperamental try to control yourself,0
go away go away i hate you,0
listen listen indeed i am sick and tired of listening to you you damn sadistic bully,0
stop,0
stop stop i hate you do you hear you are conceited and overbearing and utterly impossible,0
this is the end do you understand the end,0
finally and forever,0
oh i am let go of me,0
oh i hate you it is a good thing that i found out in time what you are really like marry you again never never never,0
i would rather die in torment beast brute calf swine,0
as a matter of fact the real cause of that row was peter burden,3
i knew nothing of the sort you took presents from him,0
you went out of your way to torture me over peter burden,0
you let him kiss you you said you did,0
what of it,0
what about me,0
that is a nice point of view i must say,0
i will have some myself i think,3
really amanda,0
nothing,0
going somewhere my dear,0
did you see much of peter burden after our divorce,3
i am not in the least drunk,0
very good idea i will,0
there are people downstairs i suppose,0
this is no time of year for tunis,0
turn it off it is driving me mad,0
amanda listen,0
very amusing,0
you are a vile tempered loose living wicked little beast and i hope i never see you again as long as i live,0
you are not going like this,0
you are not,0
shut up shut up i would not marry you again if you came crawling to me on your bended knees,0
you are a mean evil minded little tempered witch i hope to god i never set eyes on you again as long as i live whore,0
okay what is the problem,3
okay um do you have your photo id with you,3
okay this is the wrong form i am sorry,3
twenty bucks please go get in that line over there,3
so go get in the other line or leave or i will have you escorted out by security,0
would you like to be kicked out of the d m v you do not think that ll be a little embarrassing,0
yeah thank you have a pleasant day,0
yeah hi um look i all i am trying to do right now is renew my license plate that is all i just need to get one of those little stickers,3
yes i do,3
it is not rocket science,0
okay fine i will go over there thanks a lot you have been really helpful,0
you will not even know your child when you come back this is not there someone you could talk to,2
when do you leave,2
a week you are giving me a week to be okay with this,0
it is only going to be a year,2
there is nothing i can do i mean i have to go,3
i cannot how did you do it what happened,1
laughter well you paint a romantic picture,1
did she cry,1
oh my god how long have you been planning on doing this,1
i cannot believe this you are getting married it is crazy,1
yeah it is,1
yeah i would love to thanks laughter,1
oh my god where have you guys talked about where you are going to get married or,1
oh my god,1
are you going to get married like on the beach barefoot or like fancier like in a church,1
well i do not know throwing it out there,1
it is so exciting what is the ring look like,1
big and shiny you are such a guy laughter,1
i am so excited for you that is great i am so,1
it is fantastic i congratulations it is amazing,1
this is why men do not plan weddings laughter,1
all fruit and brown laughter,1
yeah it is pretty amazing huh,1
well i did not want it to be like cheesy you know,1
she did not cry but she was laughing a lot and it was very exciting so,1
honestly it was kind of quickly it was actually only in the past couple months,1
yeah yeah so i know i know i know it is weird because it is like the beginning of the rest of my life you know,1
but uh no i mean you know you know i really want you to like you know sort of,1
okay well there you go,1
barefoot,1
yeah but i am really excited so and everybody s going to come out and it will be a great time and,1
it is big and shiny i do not know it is silver and,1
yeah i do not know laughter but yeah so anyway well i wanted to tell you that you know because you are one of my good friends and you are kate s one of her best friends and,1
yeah yeah she was actually she was going to tell you but i told her that i wanted to tell you and she had to work today anyway so i decided to,1
yeah yeah,1
thank you i am really i am really excited and it is i do not know it is like a little it is like a little scary because i am like ah you know it is the first time i have ever done anything like this,1
but you know it is like i really love her and i really just i cannot imagine spending my life with anybody else but her so you know it is like i know that is the right thing and if you have to you know if you have to question that you know don t do not do it so we are going to do it,1
and it is going to the you know i told her that i just i want the color brown to be as an integral in the wedding and um maybe some greens and blues,1
she is okay with it,1
well i mean i just told her well i just said you know hey these are my suggestions,1
all fruit and the color brown just that that is all that is my only request,1
yeah well maybe maybe you are right maybe there is something to that,1
so um anyway do you want to order now so um i mean,3
well there has to be something you have not tried,3
what about like a temp agency,3
have you gone like signed up with a temp agency maybe they can help,3
right but you have i mean you have to keep on them you have to keep calling and reminding them that you are still looking and,3
i mean you have to be really aggressive about it,3
well i mean if it is that bad maybe you are gonna have to take something that does not really fit you know like maybe you will have to do something else for a while find a new field new skill,3
well then you are choosing to be unemployed really,3
if you are not willing to try and work with it and find something and you know i mean there are things you could do,3
well maybe you know your luck it is just down and the market for your particular field is down and maybe you just need to look into doing something else for a while,3
i mean i am not saying that you should you know,3
it is my fault because you did not do what i told you to,3
well that sounds like your fault,3
you did not do what i told you to do,3
i think maybe you cannot get employed because you are not willing to take responsibility for your own actions,3
really whose fault is it you do not have a job,3
laughter,3
there is just like no jobs available i mean it is just like god,3
well i mean it makes sense does not it hmm,3
that is not true i take responsibility for my own actions,3
yours i don t,3
hi how can i help you,3
mmhmm,3
i am sorry,3
right,3
uh okay i first of all i am very sorry you lost your bag,3
um but actually our policy is a fifty dollar,3
refund coverage of the bag that was lost yes,3
that is our policy sir,3
i cannot do that,3
we will cover fifty,3
i am very sorry i understand you are upset you just got off a long flight,3
i understand that i would know if it was mine um,3
but it is not it is yours i understand,3
i understand you are frustrated but,3
i know i understand it is personal it is personal to you i get that,3
fifty dollars,0
fifty dollars no way no,0
i do not but the thing is i do not care about your policy,0
you understand,0
no no because look i do not care what your policy says i mean,0
you understand that the contents of my bag the contents of my bag cost a hundred and fifty dollars,0
you,0
no no no what i need you to do i need you to write checks for i need you to write three of them that ll be satisfactory,0
just you can fill out the form we can fill out no no no we can fill out the form three times,0
yeah if it was yours but it is not it is mine okay so just,0
but i need to speak to somebody who can make the three check thing happen,0
please,0
i am already calm okay i am calm i am calm,0
yeah if you were really sorry you would give me the three checks,0
so why do not we just do that and stop this nonsense hmm hmm,0
hey how you doing,2
i am sorry,2
i know i know there is nothing i can say that will really help but,2
i am sorry it is never easy,2
but i am here if there is anything you need i mean you just have to ask i know,2
it does not really do anything but,2
i know it never is,2
how s um how is his parents doing,2
i mean what do you want to do do you want to do you want to talk about it do you,2
well i know it is not a lot of help or anything but at least you got to know him i mean at least you had the time with him that you did,2
i mean we can be grateful for that,2
you feel that way now because you are upset but you do not really think that,2
it will get better i know it does not help but it will get better and you will remember all of the good things that you guys had all of the memories that you have with him that were happy and you will be grateful for those,2
i agree if i knew how to make that happen i would certainly help you,2
when is the service can can we help is there anything i mean,2
seems like if the whole world s sad then it is okay for you to be,2
i know,2
i do not have any magic answers but,2
i mean as as cliche as it is as long as people who loved him remember him then it is not a waste you know,2
thanks,2
i know i just i do not know it is just weird because you have somebody who s you know,2
